Car Make,Car Model,Year,Engine Size (L),Horsepower,Torque (lb-ft),0-60 MPH Time (seconds),Price (in USD),Country,Latitude,Longitude
Lexus,LC 500,2021,5,471,398,4.4,"92,950",Jepang,36.5748441,139.2394179
Lotus,Evora GT,2021,3.5,416,317,3.8,"104,400",Inggris,54.7023545,-3.2765753
Maserati,GranTurismo,2022,4.7,454,384,4.7,"150,980",Italia,42.6384261,12.674297
McLaren,Artura,2022,3,671,531,3,"225,000",Inggris,54.7023545,-3.2765753
Pagani,Huayra,2021,6,764,738,2.6,"2,600,000",Italia,42.6384261,12.674297
Porsche,Cayman GT4,2022,4,414,309,4.2,"102,000",Jerman,46.5026049,13.8359023
Rimac,C_Two,2021,Electric,1914,1696,1.9,"2,400,000",Kroasia,45.3658443,15.6575209
Rolls-Royce,Wraith,2021,6.8,624,605,4.4,"335,550",Inggris,54.7023545,-3.2765753
Tesla,Model S Plaid,2021,Electric,1020,1050,1.9,"141,990",Amerika,54.6756129,17.4396446
Toyota,GR Supra,2022,3,382,368,3.9,"43,090",Jepang,36.5748441,139.2394179
TVR,Griffith,2021,5,500,420,3.9,"157,500",Inggris,54.7023545,-3.2765753
Ultima,RS,2021,6.2,1200,1300,2.3,"220,000",Inggris,54.7023545,-3.2765753
W Motors,Fenyr SuperSport,2022,3.8,800,723,2.7,"1,550,000",Lebanon,40.375713,-76.4626118
Acura,NSX,2021,3.5,573,476,2.9,"157,500",Jepang,36.5748441,139.2394179
Aston Martin,DBS Superleggera,2022,5.2,715,663,3.2,"308,000",Inggris,54.7023545,-3.2765753
Bentley,Continental GT,2021,6,626,664,3.6,"202,500",Inggris,54.7023545,-3.2765753
Bugatti,Chiron,2021,8,1500,1180,2.3,"3,000,000",Prancis,46.603354,1.8883335
Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"65,000",Amerika,54.6756129,17.4396446
Jaguar,F-Type,2021,3,380,339,4.9,"63,100",Inggris,54.7023545,-3.2765753
Lexus,LC 500,2021,5,471,398,4.4,"92,950",Jepang,36.5748441,139.2394179
Lotus,Evija,2022,Electric,1973,1254,2.5,"2,600,000",Inggris,54.7023545,-3.2765753
Maserati,GranTurismo,2021,4.7,454,384,4.8,"134,300",Italia,42.6384261,12.674297
Porsche,Taycan,2021,Electric,616,774,2.6,"185,000",Jerman,46.5026049,13.8359023
Rimac,C_Two,2022,Electric,1914,1696,1.9,"2,400,000",Kroasia,45.3658443,15.6575209
Tesla,Model S Plaid,2022,Electric,1020,1050,1.98,"140,000",Amerika,54.6756129,17.4396446
McLaren,Artura,2022,3,671,531,3,"225,000",Inggris,54.7023545,-3.2765753
Mercedes-Benz,AMG GT Black Series,2021,4,720,590,3.1,"325,000",Jerman,46.5026049,13.8359023
Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"63,000",Amerika,54.6756129,17.4396446
Ford,GT,2021,3.5,647,550,3,"500,000",Amerika,54.6756129,17.4396446
Aston Martin,DBS Superleggera,2021,5.2,715,664,3.4,"307,820",Inggris,54.7023545,-3.2765753
Jaguar,F-Type,2022,5,575,516,3.5,"103,200",Inggris,54.7023545,-3.2765753
Dodge,Challenger SRT Hellcat Redeye,2021,6.2,797,707,3.5,"80,190",Amerika,54.6756129,17.4396446
Lotus,Evora GT,2022,3.5,416,317,3.8,"105,000",Inggris,54.7023545,-3.2765753
Alfa Romeo,4C Spider,2020,1.8,237,258,4.1,"68,745",Italia,42.6384261,12.674297
Subaru,WRX STI,2022,2.5,310,290,5.2,"38,170",Jepang,36.5748441,139.2394179
Acura,NSX,2022,3.5,573,476,2.7,"157,500",Jepang,36.5748441,139.2394179
Koenigsegg,Jesko,2021,5,1280,1015,2.5,"2,800,000",Swedia,59.6749712,14.5208584
Tesla,Model S Plaid,2022,Electric,1020,1050,1.98,"139,990",Amerika,54.6756129,17.4396446
Bugatti,Chiron Super Sport 300+,2022,8,1578,1180,2.3,"5,200,000",Prancis,46.603354,1.8883335
McLaren,Senna,2020,4,789,590,2.7,"1,500,000",Inggris,54.7023545,-3.2765753
Porsche,Taycan Turbo S,2022,Electric,750,774,2.6,"185,000",Jerman,46.5026049,13.8359023
Mercedes-Benz,SLS AMG Black Series,2014,6.2,622,468,3.5,"275,000",Jerman,46.5026049,13.8359023
Lexus,LC 500,2022,5,471,398,4.4,"93,050",Jepang,36.5748441,139.2394179
Chevrolet,Camaro ZL1,2022,6.2,650,650,3.5,"65,000",Amerika,54.6756129,17.4396446
Audi,RS 7 Sportback,2022,4,591,590,3.5,"114,000",Jerman,46.5026049,13.8359023
Ford,GT,2022,3.5,660,550,3,"500,000",Amerika,54.6756129,17.4396446
BMW,M2 CS,2022,3,444,406,3.8,"84,595",Jerman,46.5026049,13.8359023
Porsche,Cayman GT4,2022,4,414,309,4.2,"102,550",Jerman,46.5026049,13.8359023
Lamborghini,Aventador,2022,6.5,770,531,2.8,"393,695",Italia,42.6384261,12.674297
Aston Martin,Vantage,2021,4,503,505,3.6,"146,000",Inggris,54.7023545,-3.2765753
Lotus,Evora GT,2021,3.5,416,317,3.8,"96,950",Inggris,54.7023545,-3.2765753
Porsche,Panamera Turbo S,2021,4,620,604,2.9,"180,000",Jerman,46.5026049,13.8359023
Lamborghini,Aventador S,2022,6.5,729,507,2.9,"460,247",Italia,42.6384261,12.674297
Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",Italia,42.6384261,12.674297
Audi,RS 6 Avant,2022,4,591,590,3.1,"110,045",Jerman,46.5026049,13.8359023
McLaren,570S,2021,3.8,562,443,3.1,"192,500",Inggris,54.7023545,-3.2765753
BMW,M5,2022,4.4,600,553,3.2,"103,500",Jerman,46.5026049,13.8359023
Mercedes-Benz,AMG C 63 S,2021,4,503,516,3.7,"77,400",Jerman,46.5026049,13.8359023
Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"64,695",Amerika,54.6756129,17.4396446
Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"64,195",Amerika,54.6756129,17.4396446
Ford,GT,2021,3.5,660,550,3,"500,000",Amerika,54.6756129,17.4396446
Nissan,370Z Nismo,2020,3.7,350,276,5,"46,815",Jepang,36.5748441,139.2394179
Porsche,Cayman GT4,2021,4,414,309,4.2,"102,550",Jerman,46.5026049,13.8359023
Audi,TT RS,2021,2.5,394,354,3.6,"67,895",Jerman,46.5026049,13.8359023
Chevrolet,Corvette Z06,2023,5.5,625,650,2.6,"85,000",Amerika,54.6756129,17.4396446
Lamborghini,Urus,2022,4,641,626,3.2,"218,009",Italia,42.6384261,12.674297
Mercedes-Benz,AMG GT 63 S,2021,4,630,664,3.1,"162,900",Jerman,46.5026049,13.8359023
Ferrari,Portofino M,2022,3.9,612,560,3.5,"245,000",Italia,42.6384261,12.674297
Bugatti,Chiron,2021,8,1479,1180,2.5,"3,000,000",Prancis,46.603354,1.8883335
Aston Martin,DBS Superleggera,2021,5.2,715,664,3.4,"304,995",Inggris,54.7023545,-3.2765753
Lotus,Evora GT,2021,3.5,416,317,3.8,"100,450",Inggris,54.7023545,-3.2765753
Porsche,Cayman GT4,2022,4,414,309,4.2,"100,200",Jerman,46.5026049,13.8359023
Acura,NSX,2021,3.5,573,476,2.7,"157,500",Jepang,36.5748441,139.2394179
Lexus,LC,2021,5,471,398,4.4,"92,950",Jepang,36.5748441,139.2394179
Alfa Romeo,Giulia Quadrifoglio,2021,2.9,505,443,3.8,"74,750",Italia,42.6384261,12.674297
Audi,RS7,2021,4,591,590,3.5,"114,000",Jerman,46.5026049,13.8359023
Bentley,Continental GT,2021,6,626,664,3.3,"218,400",Inggris,54.7023545,-3.2765753
BMW,M5,2021,4.4,600,553,3.2,"103,500",Jerman,46.5026049,13.8359023
Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"64,695",Amerika,54.6756129,17.4396446
Dodge,Challenger Hellcat,2021,6.2,717,656,3.5,"70,595",Amerika,54.6756129,17.4396446
Ford,GT,2022,3.5,647,550,3,"500,000",Amerika,54.6756129,17.4396446
Jaguar,F-Type R,2021,5,575,516,3.5,"103,200",Inggris,54.7023545,-3.2765753
Lamborghini,Aventador,2021,6.5,730,509,2.9,"393,695",Italia,42.6384261,12.674297
McLaren,570S,2021,3.8,562,443,3.1,"203,500",Inggris,54.7023545,-3.2765753
Mercedes-Benz,SLS AMG,2015,6.2,583,479,3.6,"221,580",Jerman,46.5026049,13.8359023
Nissan,370Z Nismo,2020,3.7,350,276,4.7,"47,190",Jepang,36.5748441,139.2394179
Porsche,Boxster,2021,2,300,280,4.9,"62,000",Jerman,46.5026049,13.8359023
Porsche,718 Cayman,2022,2,300,280,4.9,"61,500",Jerman,46.5026049,13.8359023
Lamborghini,Aventador,2021,6.5,759,531,2.9,"393,695",Italia,42.6384261,12.674297
Ferrari,Roma,2021,3.9,612,561,3.3,"222,630",Italia,42.6384261,12.674297
Audi,RS 5,2022,2.9,444,442,3.5,"75,400",Jerman,46.5026049,13.8359023
McLaren,570S,2020,3.8,562,443,3.1,"208,000",Inggris,54.7023545,-3.2765753
BMW,M2,2022,3,405,406,4.2,"58,900",Jerman,46.5026049,13.8359023
Mercedes-Benz,SL,2022,3,429,384,4.9,"96,250",Jerman,46.5026049,13.8359023
Chevrolet,Camaro,2021,6.2,455,455,4,"25,000",Amerika,54.6756129,17.4396446
Ford,GT,2022,3.5,660,550,3,"500,000",Amerika,54.6756129,17.4396446
Nissan,370Z Nismo,2021,3.7,350,276,5,"45,000",Jepang,36.5748441,139.2394179
Aston Martin,DBS Superleggera,2021,5.2,715,664,3.4,"307,820",Inggris,54.7023545,-3.2765753
Lotus,Evora GT,2021,3.5,416,317,3.8,"100,450",Inggris,54.7023545,-3.2765753
Maserati,GranTurismo,2021,4.7,454,384,4.7,"134,300",Italia,42.6384261,12.674297
Porsche,Panamera,2022,2.9,325,331,5.2,"88,550",Jerman,46.5026049,13.8359023
Lamborghini,Urus,2021,4,641,627,3.6,"218,009",Italia,42.6384261,12.674297
Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",Italia,42.6384261,12.674297
Audi,RS 6,2022,4,591,590,3.5,"109,000",Jerman,46.5026049,13.8359023
McLaren,Artura,2022,3,671,531,3,"225,000",Inggris,54.7023545,-3.2765753
Porsche,Taycan 4S,2021,Electric (93 kWh),429,472,3.8,"103,800",Jerman,46.5026049,13.8359023
Lamborghini,Aventador S,2021,6.5,730,509,2.9,"417,650",Italia,42.6384261,12.674297
Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",Italia,42.6384261,12.674297
Audi,RS 7,2022,4,591,590,3.5,"117,000",Jerman,46.5026049,13.8359023
McLaren,570S,2021,3.8,562,443,3.1,"192,500",Inggris,54.7023545,-3.2765753
BMW,M4,2021,3,473,406,4,"72,800",Jerman,46.5026049,13.8359023
Mercedes-Benz,SLS AMG,2015,6.2,622,468,3.5,"228,000",Jerman,46.5026049,13.8359023
Chevrolet,Camaro SS,2021,6.2,455,455,4,"42,000",Amerika,54.6756129,17.4396446
Ford,GT,2021,3.5,660,550,3,"500,000",Amerika,54.6756129,17.4396446
Nissan,370Z Nismo,2021,3.7,350,276,5,"48,000",Jepang,36.5748441,139.2394179
Aston Martin,DBS Superleggera,2021,5.2,715,664,3.2,"307,820",Inggris,54.7023545,-3.2765753
Lexus,LC 500,2021,5,471,398,4.4,"93,000",Jepang,36.5748441,139.2394179
Bentley,Continental GT,2021,4,626,664,3.3,"202,500",Inggris,54.7023545,-3.2765753
Maserati,GranTurismo,2021,4.7,454,384,4.7,"150,980",Italia,42.6384261,12.674297
Tesla,Model S Plaid,2022,Electric (100 kWh),1020,1050,1.98,"131,190",Amerika,54.6756129,17.4396446
Rolls-Royce,Dawn,2021,6.6,563,605,4.3,"346,300",Inggris,54.7023545,-3.2765753
Bugatti,Chiron Pur Sport,2021,8,1500,1180,2.3,"3,599,000",Prancis,46.603354,1.8883335
McLaren,Senna,2019,4,789,590,2.7,"1,050,000",Inggris,54.7023545,-3.2765753
Porsche,Panamera Turbo S E-Hybrid,2021,Hybrid (4.0),690,641,3,"186,350",Jerman,46.5026049,13.8359023
Acura,NSX,2021,3.5,573,476,2.7,"157,500",Jepang,36.5748441,139.2394179
Aston Martin,DB11,2021,4,503,498,3.7,"205,600",Inggris,54.7023545,-3.2765753
Audi,RS7,2021,4,591,590,3.5,"114,000",Jerman,46.5026049,13.8359023
Bentley,Continental GT,2021,6,626,664,3.6,"201,000",Inggris,54.7023545,-3.2765753
Bugatti,Chiron,2021,8,1500,1180,2.5,"3,000,000",Prancis,46.603354,1.8883335
Chevrolet,Camaro ZL1,2022,6.2,650,650,3.5,"67,000",Amerika,54.6756129,17.4396446
Dodge,Challenger Hellcat,2021,6.2,717,656,3.5,"64,000",Amerika,54.6756129,17.4396446
Ferrari,812 Superfast,2021,6.5,789,530,2.8,"340,000",Italia,42.6384261,12.674297
Lamborghini,Aventador SVJ,2021,6.5,770,531,2.8,"517,770",Italia,42.6384261,12.674297
McLaren,600LT Spider,2021,3.8,592,457,2.8,"256,500",Inggris,54.7023545,-3.2765753
Mercedes-AMG,GT Black Series,2021,4,720,590,3.1,"325,000",Jerman,46.5026049,13.8359023
Nissan,400Z,2023,3,400,350,4,"40,000",Jepang,36.5748441,139.2394179
Porsche,Cayman GT4,2021,4,414,309,4.2,"101,000",Jerman,46.5026049,13.8359023
Rimac,Nevera,2021,Electric,1914,1696,1.9,"2,400,000",Kroasia,45.3658443,15.6575209
Rolls-Royce,Wraith,2021,6.8,624,605,4.4,"330,000",Inggris,54.7023545,-3.2765753
Tesla,Model S Plaid,2021,Electric,1020,,1.9,"139,990",Amerika,54.6756129,17.4396446
Toyota,Supra,2021,3,382,368,3.9,"43,000",Jepang,36.5748441,139.2394179
Porsche,718 Boxster,2021,2,300,280,4.9,"62,000",Jerman,46.5026049,13.8359023
Porsche,718 Boxster,2022,2,300,280,4.9,"62,000",Jerman,46.5026049,13.8359023
Lamborghini,Aventador S,2021,6.5,730,509,2.9,"417,826",Italia,42.6384261,12.674297
Ferrari,SF90 Stradale,2022,4,986,590,2.5,"625,000",Italia,42.6384261,12.674297
Audi,RS 7,2022,4,591,590,3.5,"114,000",Jerman,46.5026049,13.8359023
McLaren,Artura,2021,3,671,531,3,"225,000",Inggris,54.7023545,-3.2765753
BMW,M2,2022,3,405,406,4.1,"58,900",Jerman,46.5026049,13.8359023
Mercedes-Benz,SLS AMG,2015,6.2,583,479,3.6,"221,580",Jerman,46.5026049,13.8359023
Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"64,695",Amerika,54.6756129,17.4396446
Ford,GT,2022,3.5,647,550,3,"500,000",Amerika,54.6756129,17.4396446
Nissan,370Z Nismo,2021,3.7,350,276,4.8,"45,000",Jepang,36.5748441,139.2394179
Dodge,Charger Hellcat,2021,6.2,707,650,3.6,"69,995",Amerika,54.6756129,17.4396446
Aston Martin,DBS Superleggera,2021,5.2,715,663,3.2,"305,000",Inggris,54.7023545,-3.2765753
Alfa Romeo,Giulia Quadrifoglio,2021,2.9,505,443,3.8,"75,000",Italia,42.6384261,12.674297
Audi,TT RS,2021,2.5,394,354,3.6,"68,000",Jerman,46.5026049,13.8359023
Bentley,Continental GT,2021,6,626,664,3.6,"203,825",Inggris,54.7023545,-3.2765753
BMW,M5,2022,4.4,600,553,3.2,"103,500",Jerman,46.5026049,13.8359023
Chevrolet,Corvette Stingray,2021,6.2,495,470,2.9,"58,900",Amerika,54.6756129,17.4396446
Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"63,000",Amerika,54.6756129,17.4396446
Ford,Mustang GT,2022,5,460,420,4,"45,000",Amerika,54.6756129,17.4396446
Porsche,Cayman,2022,2,300,280,4.9,"59,900",Jerman,46.5026049,13.8359023
Lamborghini,Aventador,2021,6.5,770,531,2.8,"417,826",Italia,42.6384261,12.674297
Ferrari,Roma,2022,3.9,612,560,3.3,"222,630",Italia,42.6384261,12.674297
Audi,RS7,2022,4,591,590,3.5,"114,000",Jerman,46.5026049,13.8359023
McLaren,570S,2021,3.8,562,443,2.7,"204,995",Inggris,54.7023545,-3.2765753
BMW,M4,2022,3,473,406,4.1,"71,800",Jerman,46.5026049,13.8359023
Mercedes-Benz,SLS AMG,2021,6.2,622,468,3.5,"243,600",Jerman,46.5026049,13.8359023
Chevrolet,Camaro SS,2021,6.2,455,455,4,"42,000",Amerika,54.6756129,17.4396446
Ford,GT,2022,3.5,660,550,2.8,"500,000",Amerika,54.6756129,17.4396446
Nissan,370Z Nismo,2021,3.7,350,276,5,"47,190",Jepang,36.5748441,139.2394179
Porsche,Panamera,2022,2.9,325,331,5.4,"88,550",Jerman,46.5026049,13.8359023
Lamborghini,Urus,2021,4,641,627,3.2,"218,000",Italia,42.6384261,12.674297
Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",Italia,42.6384261,12.674297
Audi,RS6,2022,4,591,590,3.5,"113,000",Jerman,46.5026049,13.8359023
McLaren,Artura,2021,3,671,531,3,"225,000",Inggris,54.7023545,-3.2765753
BMW,M2,2022,3,405,406,4,"58,900",Jerman,46.5026049,13.8359023
Mercedes-Benz,GT 63,2021,4,577,590,3.3,"161,200",Jerman,46.5026049,13.8359023
Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"63,000",Amerika,54.6756129,17.4396446
Aston Martin,DBS Superleggera,2021,5.2,715,663,3.2,"310,000",Inggris,54.7023545,-3.2765753
Bugatti,Chiron,2022,8,1500,1180,2.4,"3,000,000",Prancis,46.603354,1.8883335
Koenigsegg,Jesko,2021,5,1280,1106,2.5,"2,800,000",Swedia,59.6749712,14.5208584
Pagani,Huayra,2021,6,764,737,3,"2,600,000",Italia,42.6384261,12.674297
Rimac,C_Two,2022,,1914,1696,1.85,"2,400,000",Kroasia,45.3658443,15.6575209
McLaren,Senna,2021,4,789,590,2.7,"1,000,000",Inggris,54.7023545,-3.2765753
Porsche,918 Spyder,2015,4.6,887,944,2.2,"1,800,000",Jerman,46.5026049,13.8359023
Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",Italia,42.6384261,12.674297
Lamborghini,Aventador SVJ,2020,6.5,759,531,2.8,"517,000",Italia,42.6384261,12.674297
Audi,RS 6 Avant,2021,4,591,590,3.5,"110,000",Jerman,46.5026049,13.8359023
Bentley,Continental GT Speed,2022,6,650,664,3.5,"300,000",Inggris,54.7023545,-3.2765753
Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"68,000",Amerika,54.6756129,17.4396446
Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"65,000",Amerika,54.6756129,17.4396446
Ford,GT,2021,3.5,660,550,2.9,"500,000",Amerika,54.6756129,17.4396446
Lexus,LC 500,2022,5,471,398,4.4,"92,000",Jepang,36.5748441,139.2394179
Lotus,Evija,2022,,1972,1254,2.5,"2,700,000",Inggris,54.7023545,-3.2765753
Mercedes-AMG,GT Black Series,2021,4,720,590,3.1,"330,000",Jerman,46.5026049,13.8359023
Aston Martin,DB11,2021,4,503,513,3.9,"205,000",Inggris,54.7023545,-3.2765753
Bentley,Continental GT,2022,4,542,568,3.9,"229,000",Inggris,54.7023545,-3.2765753
Jaguar,F-Type,2022,2,296,295,5.4,"62,750",Inggris,54.7023545,-3.2765753
Lotus,Evora GT,2021,3.5,416,317,3.8,"100,000",Inggris,54.7023545,-3.2765753
Maserati,GranTurismo,2021,4.7,454,384,4.7,"135,000",Italia,42.6384261,12.674297
Porsche,Boxster,2022,2,300,280,4.9,"63,000",Jerman,46.5026049,13.8359023
Alfa Romeo,4C,2020,1.8,237,258,4.2,"67,150",Italia,42.6384261,12.674297
Chevrolet,Camaro,2022,6.2,455,455,4,"62,195",Amerika,54.6756129,17.4396446
Dodge,Challenger,2022,3.6,305,268,6.4,"28,000",Amerika,54.6756129,17.4396446
Ford,GT,2022,3.5,660,550,2.9,"500,000",Amerika,54.6756129,17.4396446
Audi,RS7,2022,4,591,590,3.5,"115,045",Jerman,46.5026049,13.8359023
BMW,M4,2022,3,473,406,4.1,"71,800",Jerman,46.5026049,13.8359023
Lamborghini,Aventador,2021,6.5,729,507,2.9,"393,695",Italia,42.6384261,12.674297
Mercedes-Benz,AMG C 63,2021,4,469,479,3.8,"69,900",Jerman,46.5026049,13.8359023
Nissan,370Z,2021,3.7,350,276,5.3,"30,090",Jepang,36.5748441,139.2394179
Porsche,Cayman,2022,2,300,280,4.9,"68,000",Jerman,46.5026049,13.8359023
BMW,i8,2022,1.5,369,184,4.2,"147,500",Jerman,46.5026049,13.8359023
Chevrolet,Corvette Stingray,2021,6.2,495,470,2.9,"58,900",Amerika,54.6756129,17.4396446
Porsche,Taycan Turbo S,2022,Electric,750,774,2.6,"185,000",Jerman,45.5349844,13.7501681
Lamborghini,Aventador S,2021,6.5,729,507,2.9,"417,650",Italia,42.6384261,12.674297
Ferrari,SF90 Stradale,2022,4,986,590,2.5,"625,000",Italia,42.6384261,12.674297
Audi,RS7,2022,4,591,590,3.5,"115,000",Jerman,45.5349844,13.7501681
McLaren,GT,2022,4,620,465,3.1,"208,000",Inggris,54.7023545,-3.2765753
BMW,M5,2022,4.4,600,553,3.2,"103,500",Jerman,45.5349844,13.7501681
Mercedes-Benz,SLS AMG,2021,4,730,590,2.9,"250,000",Jerman,45.5349844,13.7501681
Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"63,000",Amerika,54.6756129,17.4396446
Ford,GT,2022,3.5,660,550,2.8,"500,000",Amerika,54.6756129,17.4396446
Nissan,370Z Nismo,2021,3.7,350,276,5,"46,100",Jepang,36.5748441,139.2394179
Porsche,Panamera Turbo S,2022,4,630,604,3.1,"180,000",Jerman,45.5349844,13.7501681
Lamborghini,Urus,2021,4,641,627,3.2,"218,000",Italia,42.6384261,12.674297
Ferrari,Portofino,2022,3.9,591,561,3.4,"250,000",Italia,42.6384261,12.674297
Audi,TT RS,2022,2.5,394,354,3.6,"70,000",Jerman,45.5349844,13.7501681
McLaren,570S,2021,3.8,562,443,3.1,"200,000",Inggris,54.7023545,-3.2765753
BMW,i8,2022,Hybrid,369,184,4.2,"148,500",Jerman,45.5349844,13.7501681
Porsche,718 Cayman,2022,2,300,280,4.9,"61,500",Jerman,45.5349844,13.7501681
Lamborghini,Aventador,2021,6.5,770,531,2.8,"417,826",Italia,42.6384261,12.674297
Ferrari,Portofino,2022,3.9,612,561,3.3,"245,000",Italia,42.6384261,12.674297
Audi,TT RS,2022,2.5,394,354,3.6,"67,800",Jerman,45.5349844,13.7501681
McLaren,GT,2022,4,620,465,3.1,"211,300",Inggris,54.7023545,-3.2765753
BMW,M4,2022,3,473,406,4.1,"71,800",Jerman,45.5349844,13.7501681
Mercedes-Benz,SLS AMG,2015,6.2,622,468,3.5,"222,500",Jerman,45.5349844,13.7501681
Chevrolet,Camaro SS,2022,6.2,455,455,4,"43,995",Amerika,54.6756129,17.4396446
Ford,GT,2022,3.5,660,550,2.9,"500,000",Amerika,54.6756129,17.4396446
Nissan,370Z Nismo,2021,3.7,350,276,4.8,"45,790",Jepang,36.5748441,139.2394179
Porsche,911 Turbo S,2022,3.8,640,590,2.6,"208,000",Jerman,45.5349844,13.7501681
McLaren,765LT,2021,4,755,590,2.8,"358,000",Inggris,54.7023545,-3.2765753
Lamborghini,Urus,2021,4,641,627,3.6,"218,009",Italia,42.6384261,12.674297
Mercedes-AMG,GT Black Series,2021,4,720,590,3.1,"325,000",Jerman,45.5349844,13.7501681
BMW,M5 Competition,2022,4.4,617,553,3.1,"103,500",Jerman,45.5349844,13.7501681
Audi,RS7,2022,4,591,590,3.5,"115,000",Jerman,45.5349844,13.7501681
Aston Martin,Vantage,2022,4,503,505,3.5,"152,995",Inggris,54.7023545,-3.2765753
Ferrari,F8 Spider,2021,3.9,710,568,2.9,"274,280",Italia,42.6384261,12.674297
Lexus,LC 500,2022,5,471,398,4.4,"102,550",Jepang,36.5748441,139.2394179
Porsche,Taycan,2022,,469,479,3.8,"79,900",Jerman,46.5026049,13.8359023
Lamborghini,Aventador SVJ,2021,6.5,759,531,2.8,"517,770",Italia,42.6384261,12.674297
